"PDW","PWW","a","b"
0.210245464247599,0.598360655737705,0.333432043512385,0.0179440124665775
0.269382391590013,0.618249534450652,0.377349042506006,0.0223197538252395
0.178677196446199,0.548872180451128,0.339628771346359,0.0237199917131185
0.127546501328609,0.424,0.188322462215302,0.0204929988481873
0.106965174129353,0.410958904109589,0.233170658547131,0.0252606352816333
0.0774246128769356,0.368421052631579,0.247257894333104,0.0377682644343601
0.0531587057010786,0.456692913385827,0.298152926868606,0.0496530575823668
0.0512048192771084,0.298969072164948,0.175515369497607,0.0226727804518149
0.0515384615384615,0.151898734177215,0.207083330836822,0.0341464895347714
0.0835284933645589,0.256944444444444,0.186529975991827,0.0275067245702233
0.123348017621145,0.426229508196721,0.314761348188714,0.0428605217690977
0.180265654648956,0.490566037735849,0.278119431947757,0.0187642470001207
