"PDW","PWW","a","b"
0.131726907630522,0.457236842105263,0.46828549044833,0.108267946169452
0.115652173913043,0.490421455938697,0.277576578195223,0.0686901364453905
0.181569343065693,0.531764705882353,0.397228777787428,0.0885548481539821
0.251435132032147,0.651273885350318,0.336487824519643,0.0703888457407601
0.358814352574103,0.746696035242291,0.429295082497811,0.0839581811120098
0.457081545064378,0.793804453049371,0.512997277859909,0.099180880540583
0.471615720524017,0.802016498625115,0.516562430164765,0.0903622224653461
0.463855421686747,0.78116079923882,0.598733468417749,0.11714762005979
0.418487394957983,0.724557522123894,0.518408226687275,0.108742686156125
0.307875894988067,0.637130801687764,0.448692137439411,0.105013367694599
0.205357142857143,0.578411405295316,0.414826611383251,0.10543715079845
0.183527305282005,0.523148148148148,0.382478222094617,0.0863499304650508
