"PDW","PWW","a","b"
0.360281195079086,0.797230464886251,0.405177425909648,0.0137160370170352
0.421836228287841,0.835907335907336,0.572678529737147,0.0167891540320598
0.387706855791962,0.853463587921847,0.46441021446428,0.0134540657744074
0.335697399527187,0.868959107806691,0.416349749579746,0.0182918679575178
0.295221843003413,0.819314641744548,0.424491493551639,0.032249270917041
0.222503160556258,0.752824858757062,0.434369407432433,0.0469706722797784
0.199110122358176,0.723076923076923,0.44954955214183,0.0572360505537753
0.196599362380446,0.694078947368421,0.523182779197795,0.0744866244590234
0.169525731584258,0.669921875,0.366947784849592,0.0455625720487429
0.191977077363897,0.622889305816135,0.288648892468222,0.0298511534344016
0.230508474576271,0.68167701863354,0.346784214022054,0.0225064279424566
0.298850574712644,0.707653701380176,0.337231569445125,0.0144412254649721
