"PDW","PWW","a","b"
0.138461538461538,0.575197889182058,0.56491547607038,0.0270257054433086
0.143253234750462,0.52887537993921,0.591804180901652,0.0327530154285643
0.0719152157456472,0.517766497461929,0.679170749405871,0.0333823946190011
0.0205382436260623,0.491228070175439,1.1597704250213,0.104765315730926
0.0168463611859838,0.264705882352941,0.66202447012213,0.0406296606212138
0.0131578947368421,0.24,1.35937701110032,0.0847914802333035
0.00933333333333333,0.222222222222222,0.363645851670808,0.0261406762383169
0.00264550264550265,0.333333333333333,1.37600381872297,0.138990284719492
0.0159833217512161,0.233333333333333,0.520027885831967,0.0556973815600108
0.0338066260987153,0.264705882352941,0.676533817137842,0.0579399238858605
0.0876132930513595,0.337142857142857,0.541168537952243,0.0490087425696763
0.102896341463415,0.430379746835443,0.628023458587022,0.0383651818963615
