"PDW","PWW","a","b"
0.332624867162593,0.605793450881612,0.215827355837607,0.049309638155846
0.349001175088132,0.593150684931507,0.292844372902438,0.0713372684015015
0.336322869955157,0.629310344827586,0.279644081054261,0.0587126034430666
0.363636363636364,0.706140350877193,0.321302850066854,0.0576191991625316
0.398461538461538,0.75426944971537,0.405873458499783,0.0607026507963243
0.409926470588235,0.800179211469534,0.389673355228709,0.0585261913636321
0.497863247863248,0.816101026045777,0.515020804652702,0.0671002404648007
0.452905811623247,0.817152103559871,0.572681996488345,0.0775368448903378
0.479923518164436,0.782006920415225,0.498338579833927,0.079216660472487
0.416901408450704,0.712195121951219,0.320795029234002,0.0578974985916983
0.377749029754204,0.678807947019868,0.37321751605271,0.0690382376937118
0.362650602409639,0.667403314917127,0.312323429879332,0.0594770330241768
