"PDW","PWW","a","b"
0.067001675041876,0.252336448598131,0.441472455047255,0.0660018900238316
0.0556061987237922,0.306818181818182,0.49492127123243,0.0537825041596121
0.052003410059676,0.371134020618557,0.36425303184146,0.0567408769690406
0.0693693693693694,0.352941176470588,0.543393888214486,0.090426335753774
0.113295880149813,0.400990099009901,0.509477532602347,0.105520825987567
0.150924024640657,0.423529411764706,0.394437766795704,0.100300788325593
0.150099403578529,0.424242424242424,0.652309309852476,0.196071567574922
0.128939828080229,0.399103139013453,0.650321386958213,0.170896281884842
0.111006585136406,0.333333333333333,0.61209340678413,0.116746264009473
0.0859845227858985,0.27536231884058,0.776439638433547,0.128629856067022
0.0913200723327306,0.339869281045752,0.242008023813302,0.0379493980152047
0.0887728459530026,0.322368421052632,0.510818499134409,0.0805189379533653
