"PDW","PWW","a","b"
0.47953216374269,0.782993799822852,0.268971934687971,0.0198842219501882
0.554929577464789,0.827344434706398,0.319647521881062,0.0202564519881566
0.431330472103004,0.823580786026201,0.216303781349157,0.0145234169732472
0.46,0.814247069431921,0.223759398394738,0.0358878933386544
0.461678832116788,0.761053621825024,0.30557957295815,0.073800087709761
0.388157894736842,0.751840168243954,0.265508606678833,0.0875859155058211
0.386297376093294,0.713513513513514,0.276533299207784,0.113052816126227
0.320561941251596,0.695652173913043,0.154127860682477,0.0772832729637808
0.255892255892256,0.657185628742515,0.244563249402795,0.114853944460818
0.295194508009153,0.649526387009472,0.186911135238101,0.0668314926170682
0.361815754339119,0.676190476190476,0.234697620213377,0.0442041303570117
0.404285714285714,0.699575371549894,0.243993231695818,0.0315505604981977
