"PDW","PWW","a","b"
0.155131264916468,0.451977401129944,0.58201434179716,0.0624007403394618
0.149454240134341,0.357400722021661,0.499619709419052,0.0497285876784324
0.161369193154034,0.439093484419263,0.633253324299492,0.0791398511214759
0.187906976744186,0.552863436123348,0.618712712694234,0.0722170844208099
0.25792349726776,0.645112781954887,0.755727864103691,0.0886710752780131
0.283544303797468,0.696887686062246,0.681641539090196,0.0775616967934841
0.348011363636364,0.721461187214612,0.86035175687254,0.0987848405725531
0.34149855907781,0.732505643340858,0.86904133444446,0.0972594710371752
0.317343173431734,0.639664804469274,0.72201085555497,0.0831419107364917
0.289583333333333,0.55,0.650100082719492,0.0780220772911508
0.243083003952569,0.524177949709865,0.655107385176551,0.0802508099081312
0.195080576759966,0.45346062052506,0.530118495855671,0.0566798452877607
