"PDW","PWW","a","b"
0.241681260945709,0.534569983136594,0.379313778588006,0.0458728781463245
0.227091633466135,0.603119584055459,0.362617061098357,0.0536817642276662
0.207826086956522,0.566787003610108,0.253010442370142,0.0341972736100954
0.20768526989936,0.593525179856115,0.308631625690628,0.0429823266682534
0.260355029585799,0.617391304347826,0.343814813847989,0.0592104566765428
0.31353919239905,0.672862453531598,0.371698721036205,0.063839423232491
0.346964064436183,0.698051948051948,0.314749066981476,0.0505430076485365
0.352722772277228,0.692556634304207,0.430658607505241,0.0637809109104474
0.341890315052509,0.643552311435523,0.488034363368041,0.0678547803130072
0.290091930541369,0.623015873015873,0.489432385606215,0.0659179939282937
0.291845493562232,0.635876840696118,0.515785663628435,0.0727444898548287
0.265249537892791,0.562021439509954,0.388760755128726,0.0548176050223554
