"PDW","PWW","a","b"
0.4912,0.716404077849861,0.712223795115502,0.0411720905401144
0.512295081967213,0.765037593984962,0.667743072404157,0.0407356505881489
0.349350649350649,0.700996677740864,0.639665778726285,0.0413956397051539
0.12183908045977,0.493630573248408,0.441240116880147,0.0326590285223502
0.0302457466918715,0.441860465116279,0.49230147403962,0.0456572056156663
0.00749531542785759,0.333333333333333,0.277023549420012,0.0464285278357562
0.00603500301750151,0.375,1.84732932905957,0.397809815140688
0.00601684717208183,0.0909090909090909,0.546628916559265,0.137910965186971
0.050131926121372,0.262135922330097,0.26807767763617,0.0383819860946977
0.164247517188694,0.411444141689373,0.590801117285975,0.0620401184709013
0.338144329896907,0.518409425625921,0.615950749477226,0.0508833760122109
0.429638854296389,0.618201997780244,0.636714282949067,0.039792988319503
