"PDW","PWW","a","b"
0.360655737704918,0.622605363984674,0.284075129750263,0.0492332878879238
0.337373737373737,0.658536585365854,0.293155651494592,0.0436605359574206
0.249244712990937,0.578005115089514,0.145199526941579,0.0251441671615914
0.087202718006795,0.433823529411765,0.221668835137811,0.042222635264345
0.0693391115926327,0.507692307692308,0.45072288655546,0.0984276419489498
0.0768348623853211,0.54421768707483,0.290099894834295,0.0560966647469632
0.0493319630010277,0.4,0.141899049520515,0.034620079175484
0.0177165354330709,0.513513513513513,0.342403162494238,0.0690404196854867
0.0100200400801603,0.523809523809524,0.247665901946256,0.0706655426748828
0.034965034965035,0.326923076923077,0.531807011888482,0.638659690951526
0.0681318681318681,0.431192660550459,0.448198979815093,0.52249934545289
0.152866242038217,0.552238805970149,0.146270666708828,0.0351605872077907
