"PDW","PWW","a","b"
0.272513703993735,0.587885985748218,0.441425776008348,0.093139921701759
0.26955074875208,0.567024128686327,0.470243789270706,0.100558831611479
0.311688311688312,0.621848739495798,0.425707074569932,0.0924838356999897
0.37862950058072,0.723259762308998,0.444541944319076,0.0840736208457156
0.458992805755396,0.774079320113314,0.428679248399516,0.0852867812774234
0.447447447447447,0.782957028404953,0.414784400396329,0.0851889037585286
0.509151414309484,0.797476759628154,0.508236031188013,0.0946972921612679
0.472175379426644,0.815719947159842,0.507731602849072,0.0854007814186968
0.471048513302034,0.785,0.59214400667261,0.0999197544562338
0.423969072164948,0.752817430503381,0.607225832415997,0.10380195184524
0.368778280542986,0.717748917748918,0.599905066181767,0.106764722732064
0.340733590733591,0.671335200746965,0.507676314771024,0.0943188176001348
