"PDW","PWW","a","b"
0.140277777777778,0.436974789915966,0.587543174204677,0.0626125071040288
0.143933685003768,0.380645161290323,0.567348557380293,0.0589443169072628
0.144307469180566,0.48578811369509,0.47681834557848,0.0609669606300168
0.157443491816056,0.525821596244131,0.576439644608404,0.0687929427956018
0.234806629834254,0.623529411764706,0.595461571958415,0.0708572699154295
0.263549415515409,0.676202860858257,0.673118767418397,0.0861966848972136
0.3184421534937,0.699134199134199,0.756246881524182,0.0982953046974493
0.32392776523702,0.684961580680571,0.765034395104983,0.0944167028748021
0.299395161290323,0.601070950468541,0.706726416083286,0.090438317198447
0.254498714652956,0.528571428571429,0.562918776609609,0.0662393450128044
0.21828665568369,0.495238095238095,0.604302545698899,0.0735792097249228
0.180389221556886,0.475054229934924,0.56040373566378,0.06451878581015
