"PDW","PWW","a","b"
0.212257100149477,0.55968992248062,0.429215175627931,0.0526980219058164
0.217535153019024,0.560200668896321,0.371894836219786,0.0510064246369193
0.193571950328707,0.543739279588336,0.398445200741061,0.0641748078658559
0.151872399445215,0.507829977628635,0.398680784172867,0.0738971266069296
0.157788267026298,0.498933901918977,0.403866774397477,0.0750747194579536
0.207380073800738,0.489090909090909,0.203239113053442,0.0435625534604027
0.178184281842818,0.479289940828402,0.443745578962826,0.0989266592798139
0.177139037433155,0.455852156057495,0.431795495869304,0.0949836968645156
0.192582025677603,0.477756286266925,0.504285084106125,0.105604094492412
0.20228734810579,0.51541095890411,0.504393643569091,0.0860850686318164
0.211170619739862,0.549019607843137,0.511642341996086,0.0857971046968447
0.229260935143288,0.535768645357686,0.501055176602285,0.0730371962699018
