"PDW","PWW","a","b"
0.178010471204188,0.448924731182796,0.311951809457119,0.0603024699220788
0.168663594470046,0.38255033557047,0.335154780977113,0.0740810894015573
0.211026615969582,0.48735632183908,0.382081899188946,0.0970430467374271
0.269058295964126,0.561243144424132,0.360606356602671,0.0863623804998517
0.336363636363636,0.637377963737796,0.464148402004691,0.119281148472173
0.394389438943894,0.713085234093637,0.65437035351846,0.180961892311956
0.457538994800693,0.710989010989011,0.722016560398933,0.188151001608578
0.463195691202873,0.72258064516129,0.805220758193666,0.197113095782053
0.402843601895735,0.682382133995037,0.638344622835051,0.15539286197676
0.339901477832512,0.601156069364162,0.622026607297566,0.13744362428888
0.267877412031782,0.598639455782313,0.399200206950932,0.0799270368043953
0.218479307025987,0.526096033402923,0.366788760718119,0.077250941557393
