"PDW","PWW","a","b"
0.23169014084507,0.559412550066756,0.45916170281502,0.0681662006280128
0.265323257766583,0.597452229299363,0.356784251496663,0.0486597236569861
0.241457858769932,0.611449451887942,0.242786565189624,0.0339628164969639
0.241194486983155,0.587155963302752,0.257542552821295,0.0492657578696185
0.243491577335375,0.617788461538462,0.217582679467105,0.0458730429304998
0.268738574040219,0.698461538461538,0.18421291847494,0.0307863550759455
0.277331189710611,0.614093959731544,0.173543115945495,0.0429914502480803
0.308527131782946,0.529481132075472,0.17074010863844,0.0370357630647662
0.259287338893101,0.544,0.243858543410929,0.0502607676930382
0.258684405025868,0.552866242038217,0.303403046411766,0.048323369536234
0.255496588324488,0.550666666666667,0.539376720092164,0.0865680590774927
0.222222222222222,0.531204644412192,0.484494736149568,0.0757521213622558
