"PDW","PWW","a","b"
0.217048145224941,0.509803921568627,0.553646050922777,0.090700795982685
0.213624894869638,0.464285714285714,0.385775892409319,0.0644313420304687
0.25,0.53870458135861,0.552400539388999,0.0976021720072675
0.302469135802469,0.615384615384615,0.524817492262298,0.0930222116712922
0.391875746714456,0.659375,0.597852899762836,0.113645858307207
0.425648021828104,0.690854870775348,0.566625453727094,0.117282652340791
0.490701001430615,0.687613843351548,0.588420461421378,0.122406603653624
0.434844192634561,0.718606782768103,0.810743088205801,0.154354560440876
0.406460296096904,0.697791164658635,0.775760579679734,0.131399958876114
0.363934426229508,0.627099664053751,0.804010075358378,0.129091480688811
0.318763326226013,0.63898916967509,0.631639268375186,0.105576006601319
0.266548984995587,0.566906474820144,0.586901413556235,0.0917404176964335
