"PDW","PWW","a","b"
0.251618871415356,0.635876840696118,0.510117395508056,0.0565594072468968
0.286928799149841,0.625690607734807,0.398622257909637,0.0527957183386831
0.252737226277372,0.60597439544808,0.355655253472192,0.0598147471748686
0.178929765886288,0.62652705061082,0.487685947282445,0.100973459003737
0.196254071661238,0.598333333333333,0.365112116278785,0.0738406911476764
0.231963470319635,0.623145400593472,0.331794242874882,0.082147198948562
0.20156862745098,0.535262206148282,0.42661156527057,0.100995845539032
0.197085889570552,0.50763358778626,0.579658696626636,0.116563495675937
0.203921568627451,0.473684210526316,0.610456576153459,0.11643907047369
0.238599348534202,0.511666666666667,0.705758762310793,0.103498865275083
0.287292817679558,0.541727672035139,0.590073014245044,0.0812228921843175
0.28105167724388,0.572413793103448,0.613082163994846,0.0789829712304114
