"PDW","PWW","a","b"
0.0565417488494412,0.289256198347107,0.210925383057828,0.0260348580536541
0.055635838150289,0.3125,0.403500652956196,0.0545336951020803
0.0810249307479224,0.29940119760479,0.546901388482486,0.0886637529138677
0.141592920353982,0.443037974683544,0.568763719610425,0.0875447322926908
0.223596574690771,0.584070796460177,0.650355441382292,0.0756180570001842
0.301274623406721,0.640495867768595,0.84862456431336,0.0814474953322801
0.329177057356608,0.68452380952381,0.82933581353638,0.0834471788712144
0.3162100456621,0.638381201044386,0.935281767985359,0.109061627991595
0.277310924369748,0.58712715855573,0.856685079789435,0.119439059659024
0.186839967506093,0.440389294403893,0.707145842515629,0.122497235637665
0.111027190332326,0.445283018867925,0.675770765130666,0.13101123180893
0.0647530040053405,0.326388888888889,0.517916603601482,0.125323459785941
