"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"5th","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor"
"50th","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good","Good"
"95th","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor"
"Mean","Poor","Poor","Poor","Poor","Fair","Fair","Fair","Fair","Poor","Poor","Fair","Poor"
"SD","Poor","Poor","Poor","Poor","Fair","Fair","Poor","Poor","Poor","Poor","Poor","Poor"
"5th","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor","Poor"
"95th","Poor","Poor","Poor","Poor","Poor","Fair","Poor","Fair","Poor","Poor","Poor","Poor"
"MeanWetDay","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair"
"SDWetDay","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair","Fair"
